-1	-0.0803963
-1	-0.0907608
-1	-0.179962
-1	-0.179962
-1	-0.179962
-1	-0.156498
-1	-0.060915
-1	-0.357261
-1	-0.178139
-1	-0.179962
-1	-0.179962
-1	-0.375063
-1	-0.211535
-1	-0.179962
-1	-0.179962
-1	-0.156498
-1	-0.179962
-1	-0.369497
-1	-0.316139
-1	-0.179962
-1	-0.179962
-1	-0.179962
-1	-0.179962
-1	-0.323769
-1	-0.396751
-1	-0.179962
-1	-0.185528
-1	0.043737
-1	-0.190662
-1	-0.351599
-1	-0.179962
-1	-0.179962
-1	-0.179962
-1	-0.203426
-1	-0.239893
-1	-0.179962
-1	-0.179962
-1	0.0674888
-1	-0.179962
-1	-0.173772
-1	-0.10909
-1	-0.0608191
-1	-0.276265
-1	0.0856745
-1	-0.182073
-1	-0.0827955
-1	-0.179962
-1	-0.179962
-1	-0.186968
-1	-0.179962
-1	0.111634
-1	-0.0437369
-1	-0.194117
-1	-0.205489
-1	-0.204242
-1	-0.179962
-1	-0.179962
-1	-0.0172021
-1	-0.219836
-1	-0.179962
-1	-0.179962
-1	-0.179962
-1	-0.179962
1	0.267868
1	0.18097
1	0.225978
1	0.327271
1	0.291332
1	0.279288
1	0.179962
1	0.264605
1	0.325592
1	0.250306
1	0.331446
1	0.179962
1	0.22545
1	0.179962
1	0.179962
1	0.219548
1	0.296322
1	0.397951
1	0.181114
1	0.355342
1	0.203426
1	0.170125
1	0.179962
1	0.179962
1	0.386915
1	0.206305
1	0.309709
1	-0.0613949
1	0.00141552
1	0.0937837
1	0.261726
1	0.169262
1	0.22785
1	0.179962
1	0.311869
1	0.179962
1	0.179962
1	0.197716
1	0.179962
1	0.250306
1	0.299873
1	0.178235
1	0.307022
1	0.444399
1	0.33087
1	0.22094
1	0.309901
1	0.00957271
1	0.179962
1	0.0488232
1	0.164847
1	0.279864
1	0.344593
1	0.206305
1	0.179962
1	0.140088
1	0.194501
1	0.306926
1	0.319642
1	0.217773
1	0.190854
1	0.363451
1	0.179962
1	0.362443
1	0.245891
1	0.179962
1	0.362443
1	0.00957271
1	0.309613
1	0.362443
1	0.482786
1	0.220556
1	0.397951
1	0.358029
1	0.380197
1	0.179962
1	0.179962
1	0.201555
1	0.362443
1	0.311869
1	0.331878
1	-0.156498
1	0.301312
1	0.301888
1	0.214318
1	0.179962
1	0.135098
1	0.306111
1	0.457019
1	0.346033
1	-0.179962
1	0.179962
1	0.195413
1	0.242389
1	0.267436
1	0.518917
1	0.179962
1	0.362443
1	0.297282
1	0.385907
1	0.31374
1	0.22785
1	0.179962
1	0.285526
1	0.243636
1	0.355342
1	0.117248
1	-0.156498
1	0.179962
1	0.217773
1	0.00957271
1	0.554281
1	0.179962
1	0.197092
1	0.179962
1	0.109138
1	0.28615
1	0.219548
1	0.34848
1	0.251314
1	0.281591
1	0.179962
1	0.475972
1	0.18097
1	0.179962
